idade,deixou_a_empresa,viagem_trabalho,salario_diario,departamento,distancia_casa,nivel_educacional,nivel_educacional_nome,area_formacao,numero_funcionario,satisfacao_ambiente,satisfacao_ambiente_nome,genero,salario_hora,envolvimento_trabalho,envolvimento_trabalho_nome,nivel_cargo,cargo,satisfacao_trabalho,satisfacao_trabalho_nome,estado_civil,salario_mensal,taxa_mensal,num_empresas_anteriores,faz_hora_extra,aumento_salarial_pct,avaliacao_desempenho,avaliacao_desempenho_nome,satisfacao_relacionamentos,satisfacao_relacionamentos_nome,nivel_acoes,anos_experiencia_total,treinamentos_ultimo_ano,equilibrio_vida_trabalho,equilibrio_vida_trabalho_nome,anos_empresa,anos_cargo_atual,anos_desde_ultima_promocao,anos_com_gerente_atual
45,Não,Viaja Raramente,549,Pesquisa e Desenvolvimento,8,4,mestrado,Outro,452,4,muito_alta,Masculino,75,3,alto,2,Cientista Pesquisador,4,muito_alta,Casado(a),3697,9278,9,Não,14,3,excelente,1,baixa,2,12,3,3,melhor,10,9,9,8
40,Não,Viaja Raramente,1124,Vendas,1,2,faculdade,Medicina,453,2,media,Masculino,57,1,baixo,2,Executivo de Vendas,4,muito_alta,Casado(a),7457,13273,2,Sim,22,4,excepcional,3,alta,3,6,2,2,bom,4,3,0,2
29,Sim,Viaja Raramente,318,Pesquisa e Desenvolvimento,8,4,mestrado,Outro,454,2,media,Masculino,77,1,baixo,1,Técnico de Laboratório,1,baixa,Casado(a),2119,4759,1,Sim,11,3,excelente,4,muito_alta,0,7,4,2,bom,7,7,0,7
29,Não,Viaja Raramente,738,Pesquisa e Desenvolvimento,9,5,doutorado,Outro,455,2,media,Masculino,30,2,medio,1,Técnico de Laboratório,4,muito_alta,Solteiro(a),3983,7621,0,Não,17,3,excelente,3,alta,0,4,2,3,melhor,3,2,2,2
30,Não,Viaja Raramente,570,Vendas,5,3,bacharelado,Marketing,456,4,muito_alta,Feminino,30,2,medio,2,Executivo de Vendas,3,alta,Divorciado(a),6118,5431,1,Não,13,3,excelente,3,alta,3,10,2,3,melhor,10,9,1,2
27,Não,Viaja Raramente,1130,Vendas,8,4,mestrado,Marketing,458,2,media,Feminino,56,3,alto,2,Executivo de Vendas,2,media,Casado(a),6214,3415,1,Não,18,3,excelente,1,baixa,1,8,3,3,melhor,8,7,0,7
37,Não,Viaja Raramente,1192,Pesquisa e Desenvolvimento,5,2,faculdade,Medicina,460,4,muito_alta,Masculino,61,3,alto,2,Diretor de Produção,4,muito_alta,Divorciado(a),6347,23177,7,Não,16,3,excelente,3,alta,2,8,2,2,bom,6,2,0,4
38,Não,Viaja Raramente,343,Pesquisa e Desenvolvimento,15,2,faculdade,Ciências Biológicas,461,3,alta,Masculino,92,2,medio,3,Diretor de Pesquisa,4,muito_alta,Divorciado(a),11510,15682,0,Sim,14,3,excelente,2,media,1,12,3,3,melhor,11,10,2,9
31,Não,Viaja Raramente,1232,Pesquisa e Desenvolvimento,7,4,mestrado,Medicina,462,3,alta,Feminino,39,3,alto,3,Diretor de Produção,4,muito_alta,Solteiro(a),7143,25713,1,Sim,14,3,excelente,3,alta,0,11,2,2,bom,11,9,4,10
29,Não,Viaja Raramente,144,Vendas,10,1,abaixo_faculdade,Marketing,463,4,muito_alta,Feminino,39,2,medio,2,Executivo de Vendas,2,media,Divorciado(a),8268,11866,1,Sim,14,3,excelente,1,baixa,2,7,2,3,melhor,7,7,1,7
35,Não,Viaja Raramente,1296,Pesquisa e Desenvolvimento,5,4,mestrado,Técnico,464,3,alta,Masculino,62,3,alto,3,Diretor de Produção,2,media,Solteiro(a),8095,18264,0,Não,13,3,excelente,4,muito_alta,0,17,5,3,melhor,16,6,0,13
23,Não,Viaja Raramente,1309,Pesquisa e Desenvolvimento,26,1,abaixo_faculdade,Ciências Biológicas,465,3,alta,Masculino,83,3,alto,1,Cientista Pesquisador,4,muito_alta,Divorciado(a),2904,16092,1,Não,12,3,excelente,3,alta,2,4,2,2,bom,4,2,0,2
41,Não,Viaja Raramente,483,Pesquisa e Desenvolvimento,6,3,bacharelado,Medicina,466,4,muito_alta,Masculino,95,2,medio,2,Diretor de Produção,2,media,Solteiro(a),6032,10110,6,Sim,15,3,excelente,4,muito_alta,0,8,3,3,melhor,5,4,1,2
47,Não,Viaja Frequentemente,1309,Vendas,4,1,abaixo_faculdade,Medicina,467,2,media,Masculino,99,3,alto,2,Representante de Vendas,3,alta,Solteiro(a),2976,25751,3,Não,19,3,excelente,1,baixa,0,5,3,3,melhor,0,0,0,0
42,Não,Viaja Raramente,810,Pesquisa e Desenvolvimento,23,5,doutorado,Ciências Biológicas,468,1,baixa,Feminino,44,3,alto,4,Diretor de Pesquisa,4,muito_alta,Solteiro(a),15992,15901,2,Não,14,3,excelente,2,media,0,16,2,3,melhor,1,0,0,0
29,Não,Não Viaja,746,Vendas,2,3,bacharelado,Ciências Biológicas,469,4,muito_alta,Masculino,61,3,alto,2,Executivo de Vendas,3,alta,Casado(a),4649,16928,1,Não,14,3,excelente,1,baixa,1,4,3,2,bom,4,3,0,2
42,Não,Viaja Raramente,544,Recursos Humanos,2,1,abaixo_faculdade,Técnico,470,3,alta,Masculino,52,3,alto,1,Recursos Humanos,3,alta,Divorciado(a),2696,24017,0,Sim,11,3,excelente,3,alta,1,4,5,3,melhor,3,2,1,0
32,Não,Viaja Raramente,1062,Pesquisa e Desenvolvimento,2,3,bacharelado,Medicina,471,3,alta,Feminino,75,3,alto,1,Técnico de Laboratório,2,media,Casado(a),2370,3956,1,Não,13,3,excelente,3,alta,1,8,4,3,melhor,8,0,0,7
48,Não,Viaja Raramente,530,Vendas,29,1,abaixo_faculdade,Medicina,473,1,baixa,Feminino,91,3,alto,3,Gerente,3,alta,Casado(a),12504,23978,3,Não,21,4,excepcional,2,media,1,15,3,1,ruim,0,0,0,0
37,Não,Viaja Raramente,1319,Pesquisa e Desenvolvimento,6,3,bacharelado,Medicina,474,3,alta,Masculino,51,4,muito_alto,2,Cientista Pesquisador,1,baixa,Divorciado(a),5974,17001,4,Sim,13,3,excelente,1,baixa,2,13,2,3,melhor,7,7,6,7
30,Não,Não Viaja,641,Vendas,25,2,faculdade,Técnico,475,4,muito_alta,Feminino,85,3,alto,2,Executivo de Vendas,3,alta,Casado(a),4736,6069,7,Sim,12,3,excelente,2,media,1,4,2,4,excelente,2,2,2,2
26,Não,Viaja Raramente,933,Vendas,1,3,bacharelado,Ciências Biológicas,476,3,alta,Masculino,57,3,alto,2,Executivo de Vendas,3,alta,Casado(a),5296,20156,1,Não,17,3,excelente,2,media,1,8,3,3,melhor,8,7,7,7
42,Não,Viaja Raramente,1332,Pesquisa e Desenvolvimento,2,4,mestrado,Outro,477,1,baixa,Masculino,98,2,medio,2,Representante de Saúde,4,muito_alta,Solteiro(a),6781,17078,3,Não,23,4,excepcional,2,media,0,14,6,3,melhor,1,0,0,0
21,Sim,Viaja Frequentemente,756,Vendas,1,1,abaixo_faculdade,Técnico,478,1,baixa,Feminino,99,2,medio,1,Representante de Vendas,2,media,Solteiro(a),2174,9150,1,Sim,11,3,excelente,3,alta,0,3,3,3,melhor,3,2,1,2
36,Não,Não Viaja,845,Vendas,1,5,doutorado,Medicina,479,4,muito_alta,Feminino,45,3,alto,2,Executivo de Vendas,4,muito_alta,Solteiro(a),6653,15276,4,Não,15,3,excelente,2,media,0,7,6,3,melhor,1,0,0,0
36,Não,Viaja Frequentemente,541,Vendas,3,4,mestrado,Medicina,481,1,baixa,Masculino,48,2,medio,3,Executivo de Vendas,4,muito_alta,Casado(a),9699,7246,4,Não,11,3,excelente,1,baixa,1,16,2,3,melhor,13,9,1,12
57,Não,Viaja Raramente,593,Pesquisa e Desenvolvimento,1,4,mestrado,Medicina,482,4,muito_alta,Masculino,88,3,alto,2,Representante de Saúde,3,alta,Casado(a),6755,2967,2,Não,11,3,excelente,3,alta,0,15,2,3,melhor,3,2,1,2
40,Não,Viaja Raramente,1171,Pesquisa e Desenvolvimento,10,4,mestrado,Ciências Biológicas,483,4,muito_alta,Feminino,46,4,muito_alto,1,Técnico de Laboratório,3,alta,Casado(a),2213,22495,3,Sim,13,3,excelente,3,alta,1,10,3,3,melhor,7,7,1,7
21,Não,Não Viaja,895,Vendas,9,2,faculdade,Medicina,484,1,baixa,Masculino,39,3,alto,1,Representante de Vendas,4,muito_alta,Solteiro(a),2610,2851,1,Não,24,4,excepcional,3,alta,0,3,3,2,bom,3,2,2,2
33,Sim,Viaja Raramente,350,Vendas,5,3,bacharelado,Marketing,485,4,muito_alta,Feminino,34,3,alto,1,Representante de Vendas,3,alta,Solteiro(a),2851,9150,1,Sim,13,3,excelente,2,media,0,1,2,3,melhor,1,0,0,0
37,Não,Viaja Raramente,921,Pesquisa e Desenvolvimento,10,3,bacharelado,Medicina,486,3,alta,Feminino,98,3,alto,1,Técnico de Laboratório,1,baixa,Casado(a),3452,17663,6,Não,20,4,excepcional,2,media,1,17,3,3,melhor,5,4,0,3
46,Não,Não Viaja,1144,Pesquisa e Desenvolvimento,7,4,mestrado,Medicina,487,3,alta,Feminino,30,3,alto,2,Diretor de Produção,3,alta,Casado(a),5258,16044,2,Não,14,3,excelente,3,alta,0,7,2,4,excelente,1,0,0,0
41,Sim,Viaja Frequentemente,143,Vendas,4,3,bacharelado,Marketing,488,1,baixa,Masculino,56,3,alto,2,Executivo de Vendas,2,media,Solteiro(a),9355,9558,1,Não,18,3,excelente,3,alta,0,8,5,3,melhor,8,7,7,7
50,Não,Viaja Raramente,1046,Pesquisa e Desenvolvimento,10,3,bacharelado,Técnico,491,4,muito_alta,Masculino,100,2,medio,3,Representante de Saúde,4,muito_alta,Solteiro(a),10496,2755,6,Não,15,3,excelente,4,muito_alta,0,20,2,3,melhor,4,3,1,3
40,Sim,Viaja Raramente,575,Vendas,22,2,faculdade,Marketing,492,3,alta,Masculino,68,2,medio,2,Executivo de Vendas,3,alta,Casado(a),6380,6110,2,Sim,12,3,excelente,1,baixa,2,8,6,3,melhor,6,4,1,0
31,Não,Viaja Raramente,408,Pesquisa e Desenvolvimento,9,4,mestrado,Ciências Biológicas,493,3,alta,Masculino,42,2,medio,1,Cientista Pesquisador,2,media,Solteiro(a),2657,7551,0,Sim,16,3,excelente,4,muito_alta,0,3,5,3,melhor,2,2,2,2
21,Sim,Viaja Raramente,156,Vendas,12,3,bacharelado,Ciências Biológicas,494,3,alta,Feminino,90,4,muito_alto,1,Representante de Vendas,2,media,Solteiro(a),2716,25422,1,Não,15,3,excelente,4,muito_alta,0,1,0,3,melhor,1,0,0,0
29,Não,Viaja Raramente,1283,Pesquisa e Desenvolvimento,23,3,bacharelado,Ciências Biológicas,495,4,muito_alta,Masculino,54,3,alto,1,Cientista Pesquisador,4,muito_alta,Solteiro(a),2201,18168,9,Não,16,3,excelente,4,muito_alta,0,6,4,3,melhor,3,2,1,2
35,Não,Viaja Raramente,755,Pesquisa e Desenvolvimento,9,4,mestrado,Ciências Biológicas,496,3,alta,Masculino,97,2,medio,2,Representante de Saúde,2,media,Solteiro(a),6540,19394,9,Não,19,3,excelente,3,alta,0,10,5,3,melhor,1,1,0,0
27,Não,Viaja Raramente,1469,Pesquisa e Desenvolvimento,1,2,faculdade,Medicina,497,4,muito_alta,Masculino,82,3,alto,1,Técnico de Laboratório,2,media,Divorciado(a),3816,17881,1,Não,11,3,excelente,2,media,1,5,2,3,melhor,5,2,0,4
28,Não,Viaja Raramente,304,Vendas,9,4,mestrado,Ciências Biológicas,498,2,media,Masculino,92,3,alto,2,Executivo de Vendas,4,muito_alta,Solteiro(a),5253,20750,1,Não,16,3,excelente,4,muito_alta,0,7,1,3,melhor,7,5,0,7
49,Não,Viaja Raramente,1261,Pesquisa e Desenvolvimento,7,3,bacharelado,Outro,499,2,media,Masculino,31,2,medio,3,Representante de Saúde,3,alta,Solteiro(a),10965,12066,8,Não,24,4,excepcional,3,alta,0,26,2,3,melhor,5,2,0,0
51,Não,Viaja Raramente,1178,Vendas,14,2,faculdade,Ciências Biológicas,500,3,alta,Feminino,87,3,alto,2,Executivo de Vendas,4,muito_alta,Casado(a),4936,14862,4,Não,11,3,excelente,3,alta,1,18,2,2,bom,7,7,0,7
36,Não,Viaja Raramente,329,Pesquisa e Desenvolvimento,2,3,bacharelado,Ciências Biológicas,501,4,muito_alta,Feminino,96,3,alto,1,Cientista Pesquisador,3,alta,Casado(a),2543,11868,4,Não,13,3,excelente,2,media,1,6,3,3,melhor,2,2,2,2
34,Sim,Não Viaja,1362,Vendas,19,3,bacharelado,Marketing,502,1,baixa,Masculino,67,4,muito_alto,2,Executivo de Vendas,4,muito_alta,Solteiro(a),5304,4652,8,Sim,13,3,excelente,2,media,0,9,3,2,bom,5,2,0,4
55,Não,Viaja Raramente,1311,Pesquisa e Desenvolvimento,2,3,bacharelado,Ciências Biológicas,505,3,alta,Feminino,97,3,alto,4,Gerente,4,muito_alta,Solteiro(a),16659,23258,2,Sim,13,3,excelente,3,alta,0,30,2,3,melhor,5,4,1,2
24,Não,Viaja Raramente,1371,Vendas,10,4,mestrado,Marketing,507,4,muito_alta,Feminino,77,3,alto,2,Executivo de Vendas,3,alta,Divorciado(a),4260,5915,1,Sim,12,3,excelente,4,muito_alta,1,5,2,4,excelente,5,2,0,3
30,Não,Viaja Raramente,202,Vendas,2,1,abaixo_faculdade,Técnico,508,3,alta,Masculino,72,3,alto,1,Representante de Vendas,2,media,Casado(a),2476,17434,1,Não,18,3,excelente,1,baixa,1,1,3,3,melhor,1,0,0,0
26,Sim,Viaja Frequentemente,575,Pesquisa e Desenvolvimento,3,1,abaixo_faculdade,Técnico,510,3,alta,Masculino,73,3,alto,1,Cientista Pesquisador,1,baixa,Solteiro(a),3102,6582,0,Não,22,4,excepcional,3,alta,0,7,2,3,melhor,6,4,0,4
22,Não,Viaja Raramente,253,Pesquisa e Desenvolvimento,11,3,bacharelado,Medicina,511,1,baixa,Feminino,43,3,alto,1,Cientista Pesquisador,2,media,Casado(a),2244,24440,1,Não,13,3,excelente,4,muito_alta,1,2,1,3,melhor,2,1,1,2
36,Não,Viaja Raramente,164,Vendas,2,2,faculdade,Medicina,513,2,media,Masculino,61,2,medio,3,Executivo de Vendas,3,alta,Casado(a),7596,3809,1,Não,13,3,excelente,2,media,2,10,2,3,melhor,10,9,9,0
30,Sim,Viaja Frequentemente,464,Pesquisa e Desenvolvimento,4,3,bacharelado,Técnico,514,3,alta,Masculino,40,3,alto,1,Cientista Pesquisador,4,muito_alta,Solteiro(a),2285,3427,9,Sim,23,4,excepcional,3,alta,0,3,4,3,melhor,1,0,0,0
37,Não,Viaja Raramente,1107,Pesquisa e Desenvolvimento,14,3,bacharelado,Ciências Biológicas,515,4,muito_alta,Feminino,95,3,alto,1,Técnico de Laboratório,1,baixa,Divorciado(a),3034,26914,1,Não,12,3,excelente,3,alta,1,18,2,2,bom,18,7,12,17
40,Não,Viaja Raramente,759,Vendas,2,2,faculdade,Marketing,516,4,muito_alta,Feminino,46,3,alto,2,Executivo de Vendas,2,media,Divorciado(a),5715,22553,7,Não,12,3,excelente,3,alta,2,8,5,3,melhor,5,4,1,3
42,Não,Viaja Raramente,201,Pesquisa e Desenvolvimento,1,4,mestrado,Ciências Biológicas,517,2,media,Feminino,95,3,alto,1,Técnico de Laboratório,1,baixa,Divorciado(a),2576,20490,3,Não,16,3,excelente,2,media,1,8,5,3,melhor,5,2,1,2
37,Não,Viaja Raramente,1305,Pesquisa e Desenvolvimento,10,4,mestrado,Ciências Biológicas,518,3,alta,Masculino,49,3,alto,2,Diretor de Produção,2,media,Solteiro(a),4197,21123,2,Sim,12,3,excelente,4,muito_alta,0,18,2,2,bom,1,0,0,1
43,Não,Viaja Raramente,982,Pesquisa e Desenvolvimento,12,3,bacharelado,Ciências Biológicas,520,1,baixa,Masculino,59,2,medio,4,Diretor de Pesquisa,2,media,Divorciado(a),14336,4345,1,Não,11,3,excelente,3,alta,1,25,3,3,melhor,25,10,3,9
40,Não,Viaja Raramente,555,Pesquisa e Desenvolvimento,2,3,bacharelado,Medicina,521,2,media,Feminino,78,2,medio,2,Técnico de Laboratório,3,alta,Casado(a),3448,13436,6,Não,22,4,excepcional,2,media,1,20,3,3,melhor,1,0,0,0
54,Não,Viaja Raramente,821,Pesquisa e Desenvolvimento,5,2,faculdade,Medicina,522,1,baixa,Masculino,86,3,alto,5,Diretor de Pesquisa,1,baixa,Casado(a),19406,8509,4,Não,11,3,excelente,3,alta,1,24,4,2,bom,4,2,1,2
34,Não,Não Viaja,1381,Vendas,4,4,mestrado,Marketing,523,3,alta,Feminino,72,3,alto,2,Executivo de Vendas,3,alta,Casado(a),6538,12740,9,Não,15,3,excelente,1,baixa,1,6,3,3,melhor,3,2,1,2
31,Não,Viaja Raramente,480,Pesquisa e Desenvolvimento,7,2,faculdade,Medicina,524,2,media,Feminino,31,3,alto,2,Diretor de Produção,1,baixa,Casado(a),4306,4156,1,Não,12,3,excelente,2,media,1,13,5,1,ruim,13,10,3,12
43,Não,Viaja Frequentemente,313,Pesquisa e Desenvolvimento,21,3,bacharelado,Medicina,525,4,muito_alta,Masculino,61,3,alto,1,Técnico de Laboratório,4,muito_alta,Casado(a),2258,15238,7,Não,20,4,excepcional,1,baixa,1,8,1,3,melhor,3,2,1,2
43,Não,Viaja Raramente,1473,Pesquisa e Desenvolvimento,8,4,mestrado,Outro,526,3,alta,Feminino,74,3,alto,2,Representante de Saúde,3,alta,Divorciado(a),4522,2227,4,Sim,14,3,excelente,4,muito_alta,0,8,3,3,melhor,5,2,0,2
25,Não,Viaja Raramente,891,Vendas,4,2,faculdade,Ciências Biológicas,527,2,media,Feminino,99,2,medio,2,Executivo de Vendas,4,muito_alta,Solteiro(a),4487,12090,1,Sim,11,3,excelente,2,media,0,5,3,3,melhor,5,4,1,3
37,Não,Não Viaja,1063,Pesquisa e Desenvolvimento,25,5,doutorado,Medicina,529,2,media,Feminino,72,3,alto,2,Cientista Pesquisador,3,alta,Casado(a),4449,23866,3,Sim,15,3,excelente,1,baixa,2,15,2,3,melhor,13,11,10,7
31,Não,Viaja Raramente,329,Pesquisa e Desenvolvimento,1,2,faculdade,Ciências Biológicas,530,4,muito_alta,Masculino,98,2,medio,1,Técnico de Laboratório,1,baixa,Casado(a),2218,16193,1,Não,12,3,excelente,3,alta,1,4,3,3,melhor,4,2,3,2
39,Não,Viaja Frequentemente,1218,Pesquisa e Desenvolvimento,1,1,abaixo_faculdade,Ciências Biológicas,531,2,media,Masculino,52,3,alto,5,Gerente,3,alta,Divorciado(a),19197,8213,1,Sim,14,3,excelente,3,alta,1,21,3,3,melhor,21,8,1,6
56,Não,Viaja Frequentemente,906,Vendas,6,3,bacharelado,Ciências Biológicas,532,3,alta,Feminino,86,4,muito_alto,4,Executivo de Vendas,1,baixa,Casado(a),13212,18256,9,Não,11,3,excelente,4,muito_alta,3,36,0,2,bom,7,7,7,7
30,Não,Viaja Raramente,1082,Vendas,12,3,bacharelado,Técnico,533,2,media,Feminino,83,3,alto,2,Executivo de Vendas,3,alta,Solteiro(a),6577,19558,0,Não,11,3,excelente,2,media,0,6,6,3,melhor,5,4,4,4
41,Não,Viaja Raramente,645,Vendas,1,3,bacharelado,Marketing,534,2,media,Masculino,49,4,muito_alto,3,Executivo de Vendas,1,baixa,Casado(a),8392,19566,1,Não,16,3,excelente,3,alta,1,10,2,3,melhor,10,7,0,7
28,Não,Viaja Raramente,1300,Pesquisa e Desenvolvimento,17,2,faculdade,Medicina,536,3,alta,Masculino,79,3,alto,2,Técnico de Laboratório,1,baixa,Divorciado(a),4558,13535,1,Não,12,3,excelente,4,muito_alta,1,10,2,3,melhor,10,0,1,8
25,Sim,Viaja Raramente,688,Pesquisa e Desenvolvimento,3,3,bacharelado,Medicina,538,1,baixa,Masculino,91,3,alto,1,Técnico de Laboratório,1,baixa,Casado(a),4031,9396,5,Não,13,3,excelente,3,alta,1,6,5,3,melhor,2,2,0,2
52,Não,Viaja Raramente,319,Pesquisa e Desenvolvimento,3,3,bacharelado,Medicina,543,4,muito_alta,Masculino,39,2,medio,3,Diretor de Produção,3,alta,Casado(a),7969,19609,2,Sim,14,3,excelente,3,alta,0,28,4,3,melhor,5,4,0,4
45,Não,Viaja Raramente,192,Pesquisa e Desenvolvimento,10,2,faculdade,Ciências Biológicas,544,1,baixa,Masculino,69,3,alto,1,Cientista Pesquisador,4,muito_alta,Casado(a),2654,9655,3,Não,21,4,excepcional,4,muito_alta,2,8,3,2,bom,2,2,0,2
52,Não,Viaja Raramente,1490,Pesquisa e Desenvolvimento,4,2,faculdade,Ciências Biológicas,546,4,muito_alta,Feminino,30,3,alto,4,Gerente,4,muito_alta,Casado(a),16555,10310,2,Não,13,3,excelente,4,muito_alta,0,31,2,1,ruim,5,2,1,4
42,Não,Viaja Frequentemente,532,Pesquisa e Desenvolvimento,29,2,faculdade,Ciências Biológicas,547,1,baixa,Feminino,92,3,alto,2,Cientista Pesquisador,3,alta,Divorciado(a),4556,12932,2,Não,11,3,excelente,2,media,1,19,3,3,melhor,5,4,0,2
30,Não,Viaja Raramente,317,Pesquisa e Desenvolvimento,2,3,bacharelado,Ciências Biológicas,548,3,alta,Feminino,43,1,baixo,2,Diretor de Produção,4,muito_alta,Solteiro(a),6091,24793,2,Não,20,4,excepcional,3,alta,0,11,2,3,melhor,5,4,0,2
60,Não,Viaja Raramente,422,Pesquisa e Desenvolvimento,7,3,bacharelado,Ciências Biológicas,549,1,baixa,Feminino,41,3,alto,5,Gerente,1,baixa,Casado(a),19566,3854,5,Não,11,3,excelente,4,muito_alta,0,33,5,1,ruim,29,8,11,10
46,Não,Viaja Raramente,1485,Pesquisa e Desenvolvimento,18,3,bacharelado,Medicina,550,3,alta,Feminino,87,3,alto,2,Diretor de Produção,3,alta,Divorciado(a),4810,26314,2,Não,14,3,excelente,3,alta,1,19,5,2,bom,10,7,0,8
42,Não,Viaja Frequentemente,1368,Pesquisa e Desenvolvimento,28,4,mestrado,Técnico,551,4,muito_alta,Feminino,88,2,medio,2,Representante de Saúde,4,muito_alta,Casado(a),4523,4386,0,Não,11,3,excelente,4,muito_alta,3,7,4,4,excelente,6,5,0,4
24,Sim,Viaja Raramente,1448,Vendas,1,1,abaixo_faculdade,Técnico,554,1,baixa,Feminino,62,3,alto,1,Representante de Vendas,2,media,Solteiro(a),3202,21972,1,Sim,16,3,excelente,2,media,0,6,4,3,melhor,5,3,1,4
34,Sim,Viaja Frequentemente,296,Vendas,6,2,faculdade,Marketing,555,4,muito_alta,Feminino,33,1,baixo,1,Representante de Vendas,3,alta,Divorciado(a),2351,12253,0,Não,16,3,excelente,4,muito_alta,1,3,3,2,bom,2,2,1,0
38,Não,Viaja Frequentemente,1490,Pesquisa e Desenvolvimento,2,2,faculdade,Ciências Biológicas,556,4,muito_alta,Masculino,42,3,alto,1,Técnico de Laboratório,4,muito_alta,Casado(a),1702,12106,1,Sim,23,4,excepcional,3,alta,1,1,3,3,melhor,1,0,0,0
40,Não,Viaja Raramente,1398,Vendas,2,4,mestrado,Ciências Biológicas,558,3,alta,Feminino,79,3,alto,5,Gerente,3,alta,Casado(a),18041,13022,0,Não,14,3,excelente,4,muito_alta,0,21,2,3,melhor,20,15,1,12
26,Não,Viaja Raramente,1349,Pesquisa e Desenvolvimento,23,3,bacharelado,Ciências Biológicas,560,1,baixa,Feminino,90,3,alto,1,Cientista Pesquisador,4,muito_alta,Divorciado(a),2886,3032,1,Não,22,4,excepcional,2,media,2,3,3,1,ruim,3,2,0,2
30,Não,Não Viaja,1400,Pesquisa e Desenvolvimento,3,3,bacharelado,Ciências Biológicas,562,3,alta,Masculino,53,3,alto,1,Técnico de Laboratório,4,muito_alta,Casado(a),2097,16734,4,Não,15,3,excelente,3,alta,1,9,3,1,ruim,5,3,1,4
29,Não,Viaja Raramente,986,Pesquisa e Desenvolvimento,3,4,mestrado,Medicina,564,2,media,Masculino,93,2,medio,3,Diretor de Pesquisa,3,alta,Casado(a),11935,21526,1,Não,18,3,excelente,3,alta,0,10,2,3,melhor,10,2,0,7
29,Sim,Viaja Raramente,408,Pesquisa e Desenvolvimento,25,5,doutorado,Técnico,565,3,alta,Feminino,71,2,medio,1,Cientista Pesquisador,2,media,Casado(a),2546,18300,5,Não,16,3,excelente,2,media,0,6,2,4,excelente,2,2,1,1
19,Sim,Viaja Raramente,489,Recursos Humanos,2,2,faculdade,Técnico,566,1,baixa,Masculino,52,2,medio,1,Recursos Humanos,4,muito_alta,Solteiro(a),2564,18437,1,Não,12,3,excelente,3,alta,0,1,3,4,excelente,1,0,0,0
30,Não,Não Viaja,1398,Vendas,22,4,mestrado,Outro,567,3,alta,Feminino,69,3,alto,3,Executivo de Vendas,1,baixa,Casado(a),8412,2890,0,Não,11,3,excelente,3,alta,0,10,3,3,melhor,9,8,7,8
57,Não,Viaja Raramente,210,Vendas,29,3,bacharelado,Marketing,568,1,baixa,Masculino,56,2,medio,4,Gerente,4,muito_alta,Divorciado(a),14118,22102,3,Não,12,3,excelente,3,alta,1,32,3,2,bom,1,0,0,0
50,Não,Viaja Raramente,1099,Pesquisa e Desenvolvimento,29,4,mestrado,Ciências Biológicas,569,2,media,Masculino,88,2,medio,4,Gerente,3,alta,Casado(a),17046,9314,0,Não,15,3,excelente,2,media,1,28,2,3,melhor,27,10,15,7
30,Não,Não Viaja,1116,Pesquisa e Desenvolvimento,2,3,bacharelado,Medicina,571,3,alta,Feminino,49,3,alto,1,Técnico de Laboratório,4,muito_alta,Solteiro(a),2564,7181,0,Não,14,3,excelente,3,alta,0,12,2,2,bom,11,7,6,7
60,Não,Viaja Frequentemente,1499,Vendas,28,3,bacharelado,Marketing,573,3,alta,Feminino,80,2,medio,3,Executivo de Vendas,1,baixa,Casado(a),10266,2845,4,Não,19,3,excelente,4,muito_alta,0,22,5,4,excelente,18,13,13,11
47,Não,Viaja Raramente,983,Pesquisa e Desenvolvimento,2,2,faculdade,Medicina,574,1,baixa,Feminino,65,3,alto,2,Diretor de Produção,4,muito_alta,Divorciado(a),5070,7389,5,Não,13,3,excelente,3,alta,3,20,2,3,melhor,5,0,0,4
46,Não,Viaja Raramente,1009,Pesquisa e Desenvolvimento,2,3,bacharelado,Ciências Biológicas,575,1,baixa,Masculino,51,3,alto,4,Diretor de Pesquisa,3,alta,Casado(a),17861,2288,6,Não,13,3,excelente,3,alta,0,26,2,1,ruim,3,2,0,1
35,Não,Viaja Raramente,144,Pesquisa e Desenvolvimento,22,3,bacharelado,Ciências Biológicas,577,4,muito_alta,Masculino,46,1,baixo,1,Técnico de Laboratório,3,alta,Solteiro(a),4230,19225,0,Não,15,3,excelente,3,alta,0,6,2,3,melhor,5,4,4,3
54,Não,Viaja Raramente,548,Pesquisa e Desenvolvimento,8,4,mestrado,Ciências Biológicas,578,3,alta,Feminino,42,3,alto,2,Técnico de Laboratório,3,alta,Solteiro(a),3780,23428,7,Não,11,3,excelente,3,alta,0,19,3,3,melhor,1,0,0,0
34,Não,Viaja Raramente,1303,Pesquisa e Desenvolvimento,2,4,mestrado,Ciências Biológicas,579,4,muito_alta,Masculino,62,2,medio,1,Cientista Pesquisador,3,alta,Divorciado(a),2768,8416,3,Não,12,3,excelente,3,alta,1,14,3,3,melhor,7,3,5,7
46,Não,Viaja Raramente,1125,Vendas,10,3,bacharelado,Marketing,580,3,alta,Feminino,94,2,medio,3,Executivo de Vendas,4,muito_alta,Casado(a),9071,11563,2,Sim,19,3,excelente,3,alta,1,15,3,3,melhor,3,2,1,2
